GAMEID,team,SB,T,Win
CHA202308230,1,0,0,W
CHA202308240,0,0,0,W
CHA202308240,1,0,0,L
CHA202308250,0,0,0,W
CHA202308250,1,0,0,L
CHA202308260,0,0,0,L
CHA202308260,1,0,0,W
CHA202308270,0,0,0,L
CHA202308270,1,0,0,W
CHA202309010,0,0,0,W
CHA202309010,1,0,0,L
CHA202309020,0,0,0,W
CHA202309020,1,0,0,L
CHA202309030,0,1,0,W
CHA202309030,1,0,0,L
CHA202309121,0,1,0,L
CHA202309121,1,0,0,W
CHA202309122,0,0,0,W
CHA202309122,1,0,0,L
CHA202309130,0,2,0,W
CHA202309130,1,0,0,L
CHA202309140,0,0,0,W
CHA202309140,1,0,0,L
CHA202309150,0,0,0,W
CHA202309150,1,0,0,L
CHA202309160,0,0,0,L
CHA202309160,1,0,0,W
CHA202309170,0,0,0,W
CHA202309170,1,0,0,L
CHA202309260,0,0,0,W
CHA202309260,1,0,0,L
CHA202309270,0,0,0,W
CHA202309270,1,0,0,L
CHA202309280,0,2,0,L
CHA202309280,1,0,0,W
CHA202309290,0,0,0,W
CHA202309290,1,0,0,L
CHA202309300,0,1,0,W
CHA202309300,1,0,0,L
CHA202310010,0,0,0,W
CHA202310010,1,0,0,L
CHN202303300,0,0,0,L
CHN202303300,1,0,0,W
CHN202304010,0,0,0,W
CHN202304010,1,0,0,L
CHN202304020,0,0,0,W
CHN202304020,1,1,0,L
CHN202304070,0,0,0,L
CHN202304070,1,0,0,W
CHN202304080,0,0,0,L
CHN202304080,1,0,0,W
CHN202304090,0,0,0,W
CHN202304090,1,0,0,L
CHN202304100,0,0,0,L
CHN202304100,1,0,0,W
CHN202304110,0,0,0,L
CHN202304110,1,0,0,W
CHN202304120,0,0,0,W
CHN202304120,1,0,0,L
CHN202304200,0,0,0,W
CHN202304200,1,0,0,L
CHN202304210,0,0,0,L
CHN202304210,1,0,0,W
CHN202304220,0,0,0,W
CHN202304220,1,0,0,L
CHN202304230,0,0,0,W
CHN202304230,1,0,0,L
CHN202304250,0,0,0,L
CHN202304250,1,0,0,W
CHN202304260,0,0,0,W
CHN202304260,1,0,0,L
CHN202304270,0,0,0,L
CHN202304270,1,0,0,W
CHN202305050,0,0,0,L
CHN202305050,1,0,0,W
CHN202305060,0,0,0,L
CHN202305060,1,0,0,W
CHN202305070,0,0,0,W
CHN202305070,1,0,0,L
CHN202305080,0,0,0,W
CHN202305080,1,0,0,L
CHN202305090,0,0,0,W
CHN202305090,1,0,0,L
CHN202305100,0,0,1,L
CHN202305100,1,0,0,W
CHN202305230,0,0,0,L
CHN202305230,1,0,0,W
CHN202305240,0,0,0,L
CHN202305240,1,0,0,W
CHN202305250,0,0,0,W
CHN202305250,1,0,0,L
CHN202305260,0,0,1,W
CHN202305260,1,0,0,L
CHN202305270,0,0,0,W
CHN202305270,1,0,1,L
CHN202305280,0,0,0,W
CHN202305280,1,0,0,L
CHN202305290,0,0,0,L
CHN202305290,1,0,0,W
CHN202305300,0,1,0,L
CHN202305300,1,0,0,W
CHN202305310,0,0,0,W
CHN202305310,1,2,0,L
CHN202306130,0,0,0,L
CHN202306130,1,0,0,W
CHN202306140,0,0,0,L
CHN202306140,1,0,0,W
CHN202306150,0,0,0,L
CHN202306150,1,0,0,W
CHN202306160,0,0,0,L
CHN202306160,1,0,0,W
CHN202306170,0,0,0,L
CHN202306170,1,0,0,W
CHN202306180,0,0,0,W
CHN202306180,1,0,0,L
CHN202306270,0,0,0,W
CHN202306270,1,0,0,L
CHN202306280,0,0,0,W
CHN202306280,1,0,0,L
CHN202306290,0,1,0,W
CHN202306290,1,0,0,L
CHN202306300,0,0,0,L
CHN202306300,1,0,0,W
CHN202307010,0,0,0,W
CHN202307010,1,0,0,L
CHN202307020,0,1,0,W
CHN202307020,1,0,0,L
CHN202307140,0,0,0,W
CHN202307140,1,0,0,L
CHN202307150,0,0,0,L
CHN202307150,1,0,0,W
CHN202307160,0,0,0,W
CHN202307160,1,0,0,L
CHN202307170,0,1,0,W
CHN202307170,1,0,0,L
CHN202307180,0,0,0,L
CHN202307180,1,0,0,W
CHN202307190,0,0,0,L
CHN202307190,1,0,0,W
CHN202307200,0,0,0,W
CHN202307200,1,0,0,L
CHN202307210,0,0,0,L
CHN202307210,1,0,0,W
CHN202307220,0,0,0,L
CHN202307220,1,1,0,W
CHN202307230,0,0,0,L
CHN202307230,1,0,0,W
CHN202307310,0,0,0,W
CHN202307310,1,0,0,L
CHN202308010,0,0,0,L
CHN202308010,1,2,0,W
CHN202308020,0,0,0,L
CHN202308020,1,0,0,W
CHN202308030,0,1,0,L
CHN202308030,1,0,0,W
CHN202308040,0,0,0,W
CHN202308040,1,0,0,L
CHN202308050,0,1,0,L
CHN202308050,1,1,0,W
CHN202308060,0,0,0,L
CHN202308060,1,0,0,W
CHN202308150,0,0,0,W
CHN202308150,1,0,0,L
CHN202308160,0,0,0,L
CHN202308160,1,0,0,W
CHN202308180,0,0,0,W
CHN202308180,1,0,0,L
CHN202308190,0,0,0,L
CHN202308190,1,1,0,W
CHN202308200,0,2,0,L
CHN202308200,1,0,1,W
CHN202308280,0,0,0,W
CHN202308280,1,0,0,L
CHN202308290,0,0,0,L
CHN202308290,1,0,0,W
CHN202308300,0,0,0,L
CHN202308300,1,0,0,W
CHN202309040,0,0,0,L
CHN202309040,1,0,0,W
CHN202309050,0,0,0,L
CHN202309050,1,0,0,W
CHN202309060,0,0,0,L
CHN202309060,1,0,0,W
CHN202309070,0,0,0,W
CHN202309070,1,0,0,L
CHN202309080,0,1,0,W
CHN202309080,1,0,0,L
CHN202309090,0,1,0,W
CHN202309090,1,0,0,L
CHN202309100,0,0,0,L
CHN202309100,1,1,1,W
CHN202309190,0,0,0,L
CHN202309190,1,0,0,W
CHN202309200,0,0,0,W
CHN202309200,1,0,0,L
CHN202309210,0,0,0,W
CHN202309210,1,0,0,L
CHN202309220,0,0,0,L
CHN202309220,1,0,0,W
CHN202309230,0,0,0,L
CHN202309230,1,0,0,W
CHN202309240,0,0,0,L
CHN202309240,1,0,0,W
CIN202303300,0,0,0,W
CIN202303300,1,0,0,L
CIN202304010,0,0,0,L
CIN202304010,1,0,0,W
CIN202304020,0,0,0,L
CIN202304020,1,0,0,W
CIN202304030,0,0,0,L
CIN202304030,1,0,0,W
CIN202304040,0,0,0,W
CIN202304040,1,0,0,L
CIN202304130,0,0,0,L
CIN202304130,1,1,0,W
CIN202304140,0,0,0,W
CIN202304140,1,0,0,L
CIN202304150,0,0,0,L
CIN202304150,1,0,0,W
CIN202304160,0,0,0,W
CIN202304160,1,0,0,L
CIN202304170,0,0,0,L
CIN202304170,1,0,0,W
CIN202304180,0,0,0,W
CIN202304180,1,0,0,L
CIN202304190,0,0,0,W
CIN202304190,1,0,0,L
CIN202304240,0,0,0,L
CIN202304240,1,0,0,W
CIN202304250,0,0,0,L
CIN202304250,1,0,0,W
CIN202304260,0,0,0,L
CIN202304260,1,0,0,W
CIN202305050,0,0,0,W
CIN202305050,1,0,0,L
CIN202305060,0,0,0,L
CIN202305060,1,1,0,W
CIN202305070,0,0,0,W
CIN202305070,1,0,0,L
CIN202305090,0,0,0,L
CIN202305090,1,0,0,W
CIN202305100,0,0,0,W
CIN202305100,1,0,0,L
CIN202305110,0,0,0,L
CIN202305110,1,0,0,W
CIN202305190,0,0,0,W
CIN202305190,1,0,0,L
CIN202305200,0,0,0,W
CIN202305200,1,0,0,L
CIN202305210,0,0,0,W
CIN202305210,1,0,0,L
CIN202305220,0,0,0,L
CIN202305220,1,0,0,W
CIN202305230,0,0,0,W
CIN202305230,1,0,0,L
CIN202305240,0,0,0,L
CIN202305240,1,0,0,W
CIN202305250,0,0,0,W
CIN202305250,1,0,0,L
CIN202306020,0,0,0,W
CIN202306020,1,0,0,L
CIN202306030,0,1,0,W
CIN202306030,1,2,0,L
CIN202306040,0,0,0,W
CIN202306040,1,0,0,L
CIN202306050,0,0,0,L
CIN202306050,1,0,0,W
CIN202306060,0,0,0,L
CIN202306060,1,0,0,W
CIN202306070,0,0,0,L
CIN202306070,1,2,0,W
CIN202306080,0,0,0,W
CIN202306080,1,0,0,L
CIN202306190,0,0,0,L
CIN202306190,1,0,0,W
CIN202306200,0,0,0,L
CIN202306200,1,0,0,W
CIN202306210,0,0,0,L
CIN202306210,1,0,0,W
CIN202306230,0,0,0,L
CIN202306230,1,0,0,W
CIN202306240,0,0,0,W
CIN202306240,1,0,0,L
CIN202306250,0,0,0,W
CIN202306250,1,1,0,L
CIN202306300,0,0,0,L
CIN202306300,1,0,0,W
CIN202307010,0,0,0,W
CIN202307010,1,0,0,L
CIN202307020,0,0,0,L
CIN202307020,1,0,0,W
CIN202307140,0,0,0,W
CIN202307140,1,0,0,L
CIN202307150,0,0,0,W
CIN202307150,1,0,0,L
CIN202307160,0,0,0,W
CIN202307160,1,0,0,L
CIN202307170,0,0,0,W
CIN202307170,1,0,0,L
CIN202307180,0,0,0,W
CIN202307180,1,0,0,L
CIN202307190,0,0,0,L
CIN202307190,1,0,0,W
CIN202307200,0,0,0,L
CIN202307200,1,0,0,W
CIN202307210,0,0,0,L
CIN202307210,1,1,0,W
CIN202307220,0,0,0,L
CIN202307220,1,0,0,W
CIN202307230,0,0,0,L
CIN202307230,1,0,0,W
CIN202308040,0,0,0,W
CIN202308040,1,0,0,L
CIN202308050,0,1,0,W
CIN202308050,1,0,0,L
CIN202308060,0,0,0,W
CIN202308060,1,0,0,L
CIN202308070,0,0,0,L
CIN202308070,1,0,0,W
CIN202308080,0,0,0,W
CIN202308080,1,0,0,L
CIN202308090,0,0,0,W
CIN202308090,1,0,0,L
CIN202308150,0,1,0,W
CIN202308150,1,0,0,L
CIN202308160,0,0,0,L
CIN202308160,1,1,0,W
CIN202308180,0,1,0,L
CIN202308180,1,0,0,W
CIN202308190,0,0,0,W
CIN202308190,1,0,0,L
CIN202308200,0,0,1,W
CIN202308200,1,0,0,L
CIN202309011,0,0,0,W
CIN202309011,1,0,0,L
CIN202309012,0,0,0,L
CIN202309012,1,0,0,W
CIN202309020,0,0,0,L
CIN202309020,1,0,0,W
CIN202309030,0,0,0,W
CIN202309030,1,0,0,L
CIN202309040,0,0,0,L
CIN202309040,1,0,0,W
CIN202309050,0,0,0,L
CIN202309050,1,0,0,W
CIN202309060,0,0,0,W
CIN202309060,1,0,1,L
CIN202309080,0,0,0,W
CIN202309080,1,0,0,L
CIN202309090,0,0,0,W
CIN202309090,1,0,0,L
CIN202309100,0,0,0,L
CIN202309100,1,0,0,W
CIN202309180,0,0,0,L
CIN202309180,1,0,0,W
CIN202309190,0,0,0,W
CIN202309190,1,0,0,L
CIN202309200,0,0,0,W
CIN202309200,1,0,0,L
CIN202309220,0,0,0,W
CIN202309220,1,1,0,L
CIN202309230,0,0,0,W
CIN202309230,1,0,0,L
CIN202309240,0,0,0,L
CIN202309240,1,0,0,W
CLE202304070,0,0,0,W
CLE202304070,1,0,0,L
CLE202304080,0,0,0,W
CLE202304080,1,0,0,L
CLE202304090,0,0,0,L
CLE202304090,1,0,1,W
CLE202304100,0,0,0,L
CLE202304100,1,0,0,W
CLE202304110,0,0,0,W
CLE202304110,1,0,0,L
CLE202304120,0,0,0,W
CLE202304120,1,0,0,L
CLE202304221,0,0,0,W
CLE202304221,1,0,0,L
CLE202304222,0,0,0,W
CLE202304222,1,0,0,L
CLE202304230,0,0,0,L
CLE202304230,1,0,0,W
CLE202304240,0,0,0,W
CLE202304240,1,0,0,L
CLE202304250,0,0,0,W
CLE202304250,1,0,0,L
CLE202304260,0,0,0,L
CLE202304260,1,0,0,W
CLE202305050,0,0,0,W
CLE202305050,1,0,0,L
CLE202305060,0,0,0,L
CLE202305060,1,0,0,W
CLE202305070,0,0,0,L
CLE202305070,1,0,0,W
CLE202305080,0,1,0,W
CLE202305080,1,0,0,L
CLE202305090,0,1,0,L
CLE202305090,1,0,0,W
CLE202305100,0,0,0,W
CLE202305100,1,0,0,L
CLE202305120,0,0,0,W
CLE202305120,1,0,1,L
CLE202305130,0,0,0,L
CLE202305130,1,1,0,W
CLE202305140,0,0,0,L
CLE202305140,1,0,0,W
CLE202305220,0,0,0,L
CLE202305220,1,1,0,W
CLE202305230,0,0,0,W
CLE202305230,1,0,0,L
CLE202305240,0,0,0,W
CLE202305240,1,0,0,L
CLE202305260,0,0,0,L
CLE202305260,1,0,0,W
CLE202305270,0,0,0,W
CLE202305270,1,0,0,L
CLE202305280,0,0,0,L
CLE202305280,1,0,0,W
CLE202306060,0,0,0,W
CLE202306060,1,0,0,L
CLE202306070,0,0,0,L
CLE202306070,1,0,0,W
CLE202306080,0,0,0,L
CLE202306080,1,0,0,W
CLE202306090,0,0,0,L
CLE202306090,1,0,0,W
CLE202306100,0,0,0,W
CLE202306100,1,0,0,L
CLE202306110,0,0,0,L
CLE202306110,1,0,0,W
CLE202306200,0,0,0,L
CLE202306200,1,0,0,W
CLE202306210,0,0,0,L
CLE202306210,1,0,0,W
CLE202306220,0,0,0,L
CLE202306220,1,0,0,W
CLE202306230,0,0,0,W
CLE202306230,1,0,0,L
CLE202306240,0,0,0,L
CLE202306240,1,0,0,W
CLE202306250,0,0,0,W
CLE202306250,1,0,0,L
CLE202307030,0,0,0,W
CLE202307030,1,0,0,L
CLE202307040,0,0,0,L
CLE202307040,1,0,0,W
CLE202307050,0,0,0,W
CLE202307050,1,0,0,L
CLE202307060,0,1,0,L
CLE202307060,1,0,0,W
CLE202307070,0,0,0,L
CLE202307070,1,0,0,W
CLE202307080,0,1,0,L
CLE202307080,1,0,0,W
CLE202307090,0,0,0,W
CLE202307090,1,0,0,L
CLE202307210,0,0,0,L
CLE202307210,1,1,0,W
CLE202307220,0,0,0,L
CLE202307220,1,0,0,W
CLE202307230,0,0,0,W
CLE202307230,1,0,0,L
CLE202307240,0,0,0,W
CLE202307240,1,0,0,L
CLE202307250,0,0,0,L
CLE202307250,1,0,0,W
CLE202307260,0,0,0,L
CLE202307260,1,1,0,W
CLE202308040,0,0,0,L
CLE202308040,1,0,0,W
CLE202308050,0,0,0,W
CLE202308050,1,0,0,L
CLE202308060,0,0,1,W
CLE202308060,1,1,0,L
CLE202308070,0,0,0,W
CLE202308070,1,0,0,L
CLE202308080,0,0,0,L
CLE202308080,1,0,0,W
CLE202308090,0,0,0,W
CLE202308090,1,0,0,L
CLE202308100,0,0,0,L
CLE202308100,1,1,0,W
CLE202308181,0,0,0,W
CLE202308181,1,0,0,L
CLE202308182,0,0,0,L
CLE202308182,1,0,0,W
CLE202308190,0,0,0,W
CLE202308190,1,0,0,L
CLE202308200,0,0,0,W
CLE202308200,1,0,0,L
CLE202308220,0,1,0,L
CLE202308220,1,0,0,W
CLE202308230,0,0,0,W
CLE202308230,1,0,0,L
CLE202308240,0,0,0,W
CLE202308240,1,0,0,L
CLE202309010,0,0,0,L
CLE202309010,1,0,0,W
CLE202309020,0,0,0,L
CLE202309020,1,0,0,W
CLE202309030,0,0,0,W
CLE202309030,1,0,0,L
CLE202309040,0,0,0,W
CLE202309040,1,0,0,L
CLE202309050,0,0,0,W
CLE202309050,1,0,0,L
CLE202309060,0,0,0,L
CLE202309060,1,0,0,W
CLE202309150,0,0,0,L
CLE202309150,1,0,0,W
CLE202309160,0,0,0,L
CLE202309160,1,0,0,W
CLE202309170,0,0,0,L
CLE202309170,1,0,0,W
CLE202309210,0,0,0,L
CLE202309210,1,0,0,W
CLE202309220,0,0,0,L
CLE202309220,1,0,0,W
CLE202309230,0,1,0,W
CLE202309230,1,0,0,L
CLE202309240,0,0,0,W
CLE202309240,1,0,0,L
CLE202309260,0,0,0,W
CLE202309260,1,0,0,L
CLE202309270,0,0,0,L
CLE202309270,1,0,0,W
COL202304060,0,0,0,L
COL202304060,1,0,0,W
COL202304070,0,0,0,W
COL202304070,1,0,0,L
COL202304080,0,0,0,W
COL202304080,1,0,0,L
COL202304090,0,0,0,L
COL202304090,1,0,0,W
COL202304100,0,0,0,L
COL202304100,1,0,0,W
COL202304110,0,0,0,W
COL202304110,1,0,0,L
COL202304120,0,0,0,W
COL202304120,1,0,0,L
COL202304170,0,0,0,W
COL202304170,1,0,0,L
COL202304180,0,0,0,W
COL202304180,1,0,0,L
COL202304190,0,0,0,W
COL202304190,1,0,0,L
COL202304280,0,0,0,W
COL202304280,1,0,0,L
COL202304290,0,0,0,W
COL202304290,1,0,0,L
COL202304300,0,0,0,L
COL202304300,1,0,0,W
COL202305020,0,0,0,L
COL202305020,1,0,0,W
COL202305030,0,0,0,L
COL202305030,1,0,0,W
COL202305040,0,0,0,L
COL202305040,1,0,0,W
COL202305120,0,0,0,W
COL202305120,1,0,0,L
COL202305130,0,1,0,W
COL202305130,1,0,0,L
COL202305140,0,1,0,L
COL202305140,1,0,0,W
COL202305150,0,0,0,L
COL202305150,1,0,0,W
COL202305160,0,0,0,W
COL202305160,1,0,0,L
COL202305170,0,0,0,L
COL202305170,1,0,0,W
COL202305220,0,0,0,L
COL202305220,1,0,0,W
COL202305230,0,0,0,L
COL202305230,1,0,0,W
COL202305240,0,0,0,W
COL202305240,1,0,1,L
COL202305250,0,0,0,L
COL202305250,1,0,0,W
COL202305260,0,0,0,W
COL202305260,1,0,0,L
COL202305270,0,0,0,L
COL202305270,1,0,0,W
COL202305280,0,0,0,L
COL202305280,1,0,0,W
COL202306060,0,0,0,W
COL202306060,1,0,0,L
COL202306070,0,0,0,W
COL202306070,1,0,0,L
COL202306080,0,0,0,W
COL202306080,1,0,0,L
COL202306090,0,0,0,W
COL202306090,1,0,0,L
COL202306100,0,0,0,W
COL202306100,1,0,0,L
COL202306110,0,1,0,L
COL202306110,1,0,0,W
COL202306230,0,0,0,L
COL202306230,1,0,0,W
COL202306240,0,0,0,W
COL202306240,1,0,0,L
COL202306250,0,0,0,L
COL202306250,1,0,0,W
COL202306270,0,0,0,W
COL202306270,1,0,0,L
COL202306280,0,1,0,L
COL202306280,1,1,0,W
COL202306290,0,0,0,W
COL202306290,1,0,0,L
COL202306300,0,0,0,L
COL202306300,1,0,0,W
COL202307010,0,0,0,W
COL202307010,1,0,0,L
COL202307020,0,0,0,W
COL202307020,1,0,0,L
COL202307140,0,0,0,L
COL202307140,1,0,0,W
COL202307150,0,0,1,W
COL202307150,1,0,0,L
COL202307160,0,0,0,L
COL202307160,1,0,0,W
COL202307180,0,0,0,L
COL202307180,1,0,0,W
COL202307190,0,0,0,W
COL202307190,1,0,0,L
COL202307280,0,0,0,W
COL202307280,1,0,0,L
COL202307290,0,0,0,W
COL202307290,1,0,0,L
COL202307300,0,0,0,L
COL202307300,1,0,0,W
COL202307310,0,0,0,L
COL202307310,1,0,0,W
COL202308010,0,0,0,W
COL202308010,1,0,0,L
COL202308020,0,0,0,W
COL202308020,1,0,0,L
COL202308140,0,0,0,L
COL202308140,1,0,0,W
COL202308150,0,0,0,W
COL202308150,1,0,0,L
COL202308160,0,0,0,W
COL202308160,1,0,0,L
COL202308180,0,0,0,L
COL202308180,1,0,0,W
COL202308190,0,1,0,L
COL202308190,1,0,0,W
COL202308200,0,0,0,W
COL202308200,1,0,0,L
COL202308280,0,0,0,W
COL202308280,1,0,0,L
COL202308290,0,0,0,W
COL202308290,1,0,0,L
COL202308300,0,0,0,W
COL202308300,1,0,0,L
COL202309010,0,0,0,W
COL202309010,1,0,0,L
COL202309020,0,0,0,L
COL202309020,1,0,0,W
COL202309030,0,0,0,W
COL202309030,1,0,0,L
COL202309110,0,0,0,W
COL202309110,1,0,0,L
COL202309120,0,0,0,L
COL202309120,1,0,0,W
COL202309130,0,0,0,L
COL202309130,1,0,0,W
COL202309150,0,0,0,L
COL202309150,1,0,0,W
COL202309161,0,0,0,L
COL202309161,1,0,0,W
COL202309162,0,0,0,L
COL202309162,1,1,0,W
COL202309170,0,0,0,W
COL202309170,1,0,0,L
COL202309261,0,1,0,L
COL202309261,1,0,0,W
COL202309262,0,0,0,W
COL202309262,1,0,0,L
COL202309270,0,0,0,W
COL202309270,1,0,0,L
COL202309280,0,0,0,L
COL202309280,1,0,0,W
COL202309290,0,0,0,W
COL202309290,1,0,0,L
COL202309300,0,0,0,W
COL202309300,1,0,0,L
COL202310010,0,0,0,L
COL202310010,1,0,0,W
DET202304060,0,0,0,W
DET202304060,1,0,0,L
DET202304080,0,0,0,W
DET202304080,1,0,0,L
DET202304090,0,0,0,W
DET202304090,1,0,0,L
DET202304140,0,0,0,L
DET202304140,1,0,0,W
DET202304150,0,0,0,L
DET202304150,1,0,0,W
DET202304181,0,0,0,L
DET202304181,1,1,0,W
DET202304182,0,0,0,L
DET202304182,1,0,0,W
DET202304190,0,0,0,W
DET202304190,1,0,0,L
DET202304270,0,0,0,W
DET202304270,1,0,0,L
DET202304291,0,0,0,L
DET202304291,1,0,0,W
DET202304292,0,0,0,W
DET202304292,1,0,0,L
DET202304300,0,1,0,W
DET202304300,1,0,0,L
DET202305031,0,0,0,L
DET202305031,1,0,0,W
DET202305032,0,0,0,L
DET202305032,1,0,0,W
DET202305040,0,0,0,L
DET202305040,1,0,0,W
DET202305120,0,0,0,W
DET202305120,1,0,0,L
DET202305130,0,0,0,W
DET202305130,1,0,0,L
DET202305140,0,0,0,L
DET202305140,1,0,0,W
DET202305160,0,0,0,L
DET202305160,1,0,0,W
DET202305170,0,0,0,W
DET202305170,1,0,0,L
DET202305250,0,0,0,L
DET202305250,1,0,0,W
DET202305260,0,0,0,W
DET202305260,1,0,0,L
DET202305270,0,0,0,L
DET202305270,1,1,0,W
DET202305280,0,0,0,L
DET202305280,1,0,0,W
DET202305290,0,0,0,W
DET202305290,1,0,0,L
DET202305300,0,0,0,W
DET202305300,1,0,0,L
DET202305310,0,0,0,L
DET202305310,1,0,0,W
DET202306090,0,0,0,W
DET202306090,1,0,0,L
DET202306100,0,0,0,W
DET202306100,1,0,0,L
DET202306110,0,0,1,W
DET202306110,1,0,0,L
DET202306120,0,0,0,L
DET202306120,1,0,0,W
DET202306141,0,0,0,W
DET202306141,1,0,0,L
DET202306142,0,0,0,W
DET202306142,1,0,0,L
DET202306190,0,0,0,L
DET202306190,1,0,0,W
DET202306200,0,0,0,W
DET202306200,1,0,0,L
DET202306210,0,0,0,L
DET202306210,1,0,0,W
DET202306230,0,0,0,W
DET202306230,1,0,0,L
DET202306240,0,0,0,L
DET202306240,1,0,0,W
DET202306250,0,0,0,W
DET202306250,1,0,0,L
DET202307040,0,0,0,W
DET202307040,1,1,0,L
DET202307050,0,1,0,W
DET202307050,1,0,0,L
DET202307060,0,0,0,L
DET202307060,1,0,0,W
DET202307070,0,0,0,W
DET202307070,1,0,0,L
DET202307080,0,0,0,L
DET202307080,1,0,1,W
DET202307090,0,0,0,W
DET202307090,1,0,0,L
DET202307210,0,0,1,W
DET202307210,1,0,0,L
DET202307220,0,0,0,W
DET202307220,1,0,0,L
DET202307230,0,0,0,L
DET202307230,1,0,0,W
DET202307240,0,0,0,L
DET202307240,1,0,0,W
DET202307250,0,0,0,W
DET202307250,1,0,0,L
DET202307271,0,0,0,W
DET202307271,1,0,0,L
DET202307272,0,0,0,W
DET202307272,1,0,0,L
DET202308040,0,0,0,W
DET202308040,1,0,0,L
DET202308050,0,0,0,L
DET202308050,1,0,0,W
DET202308060,0,0,0,W
DET202308060,1,0,0,L
DET202308070,0,0,0,W
DET202308070,1,0,0,L
DET202308080,0,0,0,L
DET202308080,1,0,0,W
DET202308090,0,0,0,L
DET202308090,1,0,0,W
DET202308100,0,0,0,L
DET202308100,1,0,0,W
DET202308210,0,0,0,W
DET202308210,1,0,0,L
DET202308220,0,0,0,L
DET202308220,1,0,0,W
DET202308230,0,0,0,W
DET202308230,1,0,0,L
DET202308250,0,0,0,L
DET202308250,1,0,0,W
DET202308260,0,0,0,W
DET202308260,1,0,0,L
DET202308270,0,0,0,W
DET202308270,1,0,0,L
DET202308280,0,0,0,W
DET202308280,1,0,0,L
DET202308290,0,0,0,W
DET202308290,1,0,0,L
DET202308300,0,1,0,W
DET202308300,1,0,0,L
DET202308310,0,0,0,L
DET202308310,1,0,0,W
DET202309080,0,0,0,W
DET202309080,1,0,0,L
DET202309090,0,0,0,L
DET202309090,1,1,0,W
DET202309100,0,0,0,L
DET202309100,1,0,0,W
DET202309120,0,1,0,W
DET202309120,1,0,0,L
DET202309130,0,0,0,W
DET202309130,1,0,0,L
DET202309140,0,0,0,L
DET202309140,1,1,0,W
DET202309260,0,0,0,L
DET202309260,1,0,0,W
DET202309270,0,0,0,L
DET202309270,1,0,0,W
DET202309280,0,1,0,L
DET202309280,1,0,0,W
DET202309290,0,0,0,W
DET202309290,1,0,0,L
DET202309300,0,0,0,L
DET202309300,1,0,0,W
DET202310010,0,0,0,L
DET202310010,1,0,0,W
HOU202303300,0,0,0,W
HOU202303300,1,1,0,L
HOU202303310,0,1,0,L
HOU202303310,1,0,0,W
HOU202304010,0,0,0,L
HOU202304010,1,0,0,W
HOU202304020,0,0,0,W
HOU202304020,1,0,0,L
HOU202304030,0,0,0,W
HOU202304030,1,0,0,L
HOU202304040,0,0,0,W
HOU202304040,1,0,0,L
HOU202304050,0,0,0,L
HOU202304050,1,0,0,W
HOU202304140,0,0,0,W
HOU202304140,1,0,0,L
HOU202304150,0,0,0,L
HOU202304150,1,0,0,W
HOU202304160,0,0,0,W
HOU202304160,1,0,0,L
HOU202304170,0,0,0,L
HOU202304170,1,0,0,W
HOU202304180,0,0,0,W
HOU202304180,1,0,0,L
HOU202304190,0,0,0,L
HOU202304190,1,0,0,W
HOU202304280,0,0,0,W
HOU202304280,1,0,0,L
HOU202304290,0,0,0,W
HOU202304290,1,0,0,L
HOU202304300,0,0,0,L
HOU202304300,1,0,0,W
HOU202305010,0,0,0,L
HOU202305010,1,1,0,W
HOU202305020,0,1,0,W
HOU202305020,1,0,0,L
HOU202305030,0,0,0,W
HOU202305030,1,0,0,L
HOU202305150,0,0,0,L
HOU202305150,1,0,0,W
HOU202305160,0,0,0,L
HOU202305160,1,0,0,W
HOU202305170,0,0,1,L
HOU202305170,1,0,0,W
HOU202305190,0,0,0,L
HOU202305190,1,0,0,W
HOU202305200,0,0,0,L
HOU202305200,1,1,0,W
HOU202305210,0,0,0,L
HOU202305210,1,0,0,W
HOU202305290,0,0,0,W
HOU202305290,1,0,0,L
HOU202305300,0,0,0,L
HOU202305300,1,0,0,W
HOU202305310,0,0,0,W
HOU202305310,1,0,0,L
HOU202306010,0,0,0,L
HOU202306010,1,0,0,W
HOU202306020,0,0,0,L
HOU202306020,1,0,0,W
HOU202306030,0,0,0,L
HOU202306030,1,0,0,W
HOU202306040,0,0,0,W
HOU202306040,1,0,0,L
HOU202306130,0,0,0,L
HOU202306130,1,0,0,W
HOU202306140,0,0,0,L
HOU202306140,1,1,0,W
HOU202306150,0,0,0,W
HOU202306150,1,0,0,L
HOU202306160,0,0,0,W
HOU202306160,1,0,0,L
HOU202306170,0,0,0,W
HOU202306170,1,1,0,L
HOU202306180,0,0,0,W
HOU202306180,1,0,0,L
HOU202306190,0,0,0,W
HOU202306190,1,0,0,L
HOU202306200,0,0,0,L
HOU202306200,1,0,0,W
HOU202306210,0,0,0,L
HOU202306210,1,0,0,W
HOU202307040,0,0,0,L
HOU202307040,1,0,0,W
HOU202307050,0,0,0,L
HOU202307050,1,0,0,W
HOU202307060,0,0,0,W
HOU202307060,1,0,0,L
HOU202307070,0,0,0,W
HOU202307070,1,0,0,L
HOU202307080,0,0,0,L
HOU202307080,1,0,0,W
HOU202307090,0,0,0,W
HOU202307090,1,0,0,L
HOU202307240,0,0,0,L
HOU202307240,1,0,0,W
HOU202307250,0,0,0,L
HOU202307250,1,0,0,W
HOU202307260,0,0,0,W
HOU202307260,1,0,0,L
HOU202307280,0,0,1,W
HOU202307280,1,0,1,L
